institutionCode,total,has_collectionCode,has_catalogNumber,has_preparations,has_speciesKey,has_scientificName,has_scientificNameID,has_acceptedNameUsage,has_identificationID,has_locality,has_higherGeography,has_continent,has_countryCode,has_stateProvince,has_county,has_decimalLatitude,has_decimalLongitude,has_coordinates,has_verbatimElevation,has_verbatimDepth,has_image,has_dateIdentified,has_identifiedBy,has_recordedBy,has_eventDate,has_recordNumber,File,month
MISS,55629,55629,55629,NA,54864,55629,NA,0,NA,0,0,NA,55629,NA,NA,NA,NA,0,NA,NA,0,0,0,55629,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
MO,4698453,4698453,4698453,NA,3942379,4698453,NA,0,NA,4454292,0,NA,4669524,NA,NA,NA,NA,3145214,NA,NA,341691,2546086,2938212,4698427,4471175,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
MPM,107620,107620,107608,NA,98891,107620,NA,0,NA,0,107325,NA,106799,NA,NA,NA,NA,2057,NA,NA,0,0,0,106633,94882,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
MSB,8,8,8,NA,0,8,NA,0,NA,8,8,NA,8,NA,NA,NA,NA,1,NA,NA,0,6,8,8,8,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
MSC,179185,179185,179114,NA,164612,179185,NA,0,NA,179039,171244,NA,169899,NA,NA,NA,NA,25906,NA,NA,0,0,0,178048,174475,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
MSUB,13469,0,10772,NA,13316,13469,NA,0,NA,11717,0,NA,13390,NA,NA,NA,NA,139,NA,NA,0,2,4164,11974,10779,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
MUR,1,0,1,NA,1,1,NA,0,NA,1,0,NA,1,NA,NA,NA,NA,1,NA,NA,1,0,0,1,1,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
NAUF,38,38,38,NA,0,38,NA,0,NA,36,0,NA,38,NA,NA,NA,NA,38,NA,NA,1,5,29,38,38,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
NCSC,77255,40392,77220,NA,74674,77255,NA,0,NA,40329,0,NA,75773,NA,NA,NA,NA,3474,NA,NA,71907,2290,430,43621,38700,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
NCSM,2089,2089,2089,NA,101,2089,NA,0,NA,0,0,NA,2077,NA,NA,NA,NA,0,NA,NA,0,1,1818,1920,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
NCU,429141,264,429066,NA,418951,429141,NA,0,NA,152666,0,NA,427210,NA,NA,NA,NA,40435,NA,NA,396124,44129,87931,169282,163380,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
NEBC,278160,278160,278160,NA,275785,278160,NA,0,NA,271192,278132,NA,278131,NA,NA,NA,NA,269,NA,NA,268380,7409,5301,278004,268144,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
NEON,121,121,121,NA,121,121,NA,0,NA,121,0,NA,121,NA,NA,NA,NA,121,NA,NA,0,0,0,0,121,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
NEOSU,1121,1121,1121,NA,1102,1121,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
NHA,57712,0,57712,NA,56139,57712,NA,0,NA,57712,0,NA,57696,NA,NA,NA,NA,57662,NA,NA,57710,2235,3389,57637,55915,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
NMSU,3,3,3,NA,0,3,NA,0,NA,2,0,NA,3,NA,NA,NA,NA,1,NA,NA,0,0,0,3,3,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
NPS,1,0,0,NA,1,1,NA,0,NA,1,0,NA,1,NA,NA,NA,NA,1,NA,NA,0,0,1,1,1,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
NTSRV,218406,218406,218406,NA,217002,218406,NA,0,NA,0,0,NA,196856,NA,NA,NA,NA,0,NA,NA,0,0,0,80270,199546,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
NWOSU,94,94,94,NA,94,94,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
NY,4029055,4029055,4029055,NA,3831136,4029055,NA,0,NA,2436291,0,NA,2686881,NA,NA,NA,NA,1469984,NA,NA,3100723,632432,843952,2706629,2512401,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
OBI,62830,0,58765,NA,61354,62830,NA,0,NA,62503,0,NA,62751,NA,NA,NA,NA,36146,NA,NA,58507,6505,18398,62740,61352,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
OCLA,12454,12454,12454,NA,12210,12454,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
OKL,123767,123767,123767,NA,122902,123767,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
OKLA,48855,48855,48855,NA,48585,48855,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
OMNH,2080,2080,2080,NA,179,2080,NA,0,NA,0,0,NA,2002,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
OPSU,2218,2218,2218,NA,2213,2218,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
OSC,165591,165591,165591,NA,163714,165591,NA,0,NA,165145,0,NA,165589,NA,NA,NA,NA,150453,NA,NA,3,162890,165591,165469,162076,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
OSUC,1,1,1,NA,0,1,NA,0,NA,1,0,NA,1,NA,NA,NA,NA,1,NA,NA,0,1,0,1,1,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
OUIP,2,2,2,NA,0,2,NA,0,NA,2,2,NA,2,NA,NA,NA,NA,2,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
PBDB,87114,87114,0,NA,16081,87114,NA,0,NA,48393,86337,NA,87114,NA,NA,NA,NA,87114,NA,NA,0,0,0,87114,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
POM,121104,121104,40288,NA,117623,121104,NA,0,NA,121090,0,NA,121080,NA,NA,NA,NA,6771,NA,NA,28510,0,0,121072,110034,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
PRI,3,3,3,NA,2,3,NA,0,NA,3,3,NA,3,NA,NA,NA,NA,2,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
PSUC,2,2,2,NA,1,2,NA,0,NA,1,0,NA,2,NA,NA,NA,NA,2,NA,NA,0,1,2,2,1,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
RENO,82,82,82,NA,82,82,NA,0,NA,82,0,NA,82,NA,NA,NA,NA,82,NA,NA,82,3,82,82,81,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
RHNM,6,0,6,NA,6,6,NA,0,NA,6,0,NA,6,NA,NA,NA,NA,6,NA,NA,6,5,5,6,6,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
RM,3,3,3,NA,3,3,NA,0,NA,3,0,NA,3,NA,NA,NA,NA,0,NA,NA,3,2,3,3,3,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
RSA,435518,435518,131050,NA,424050,435518,NA,0,NA,435501,0,NA,435485,NA,NA,NA,NA,152955,NA,NA,57673,0,0,435439,422011,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
SCFS,1689,0,1687,NA,1626,1689,NA,0,NA,1671,0,NA,1686,NA,NA,NA,NA,1661,NA,NA,1549,569,1065,1685,1678,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
SD,252061,0,27611,NA,248469,252061,NA,0,NA,250197,0,NA,251421,NA,NA,NA,NA,204203,NA,NA,29280,2,0,251507,242146,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
SDNHM,270,270,270,NA,0,270,NA,0,NA,270,0,NA,270,NA,NA,NA,NA,270,NA,NA,0,0,0,270,270,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
SDSM,146,146,146,NA,8,146,NA,0,NA,0,139,NA,139,NA,NA,NA,NA,0,NA,NA,0,0,0,0,59,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
SDSU,22675,150,22645,NA,22243,22675,NA,0,NA,21882,0,NA,22617,NA,NA,NA,NA,18287,NA,NA,16354,7540,12168,22658,22060,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
SEINet,12,9,12,NA,12,12,NA,0,NA,9,0,NA,12,NA,NA,NA,NA,12,NA,NA,10,7,10,12,11,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
SEOSU,20206,20206,20206,NA,19865,20206,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
SFV,16270,0,16155,NA,15943,16270,NA,0,NA,16237,0,NA,16261,NA,NA,NA,NA,14233,NA,NA,16155,1636,2802,16270,15960,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
SJSU,15931,0,15891,NA,15807,15931,NA,0,NA,15908,0,NA,15926,NA,NA,NA,NA,9427,NA,NA,0,13,44,15931,15865,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
TENN,419643,70186,419643,NA,396821,419643,NA,0,NA,177416,0,NA,417454,NA,NA,NA,NA,161361,NA,NA,356203,8524,54225,182548,178098,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
TEX,1,1,1,NA,1,1,NA,0,NA,1,0,NA,1,NA,NA,NA,NA,0,NA,NA,1,1,1,1,1,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
TTU,25,25,23,NA,15,25,NA,0,NA,25,0,NA,25,NA,NA,NA,NA,25,NA,NA,0,0,3,12,20,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
TULS,8517,8517,8517,NA,8406,8517,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
UA,41460,41460,41460,NA,40893,41460,NA,0,NA,40668,0,NA,41448,NA,NA,NA,NA,39040,NA,NA,0,0,17996,41460,39845,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
UAM,205686,205686,205686,NA,195505,205686,NA,0,NA,205686,205686,NA,135820,NA,NA,NA,NA,126605,NA,NA,173287,200305,205686,205682,200031,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
UAMb,74529,74529,74529,NA,70052,74529,NA,0,NA,74529,74529,NA,74133,NA,NA,NA,NA,29714,NA,NA,57013,74513,74529,74529,74402,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
UCBG,18900,18900,18900,NA,16211,18900,NA,0,NA,18900,0,NA,16530,NA,NA,NA,NA,827,NA,NA,0,0,0,18900,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
UCM,19,19,19,NA,0,19,NA,0,NA,0,0,NA,19,NA,NA,NA,NA,13,NA,NA,1,3,4,6,1,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
UCMP,44354,44354,44354,NA,14157,44354,NA,0,NA,44327,0,NA,43098,NA,NA,NA,NA,7204,NA,NA,684,0,0,30980,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
UCONN,171064,171064,171064,NA,161832,171064,NA,0,NA,170254,20959,NA,169665,NA,NA,NA,NA,155614,NA,NA,0,0,0,168671,166195,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
UCR,264382,54,50239,NA,254252,264382,NA,0,NA,264281,0,NA,264292,NA,NA,NA,NA,247533,NA,NA,38922,81158,90264,264382,261568,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
UCSB,50440,0,48717,NA,49494,50440,NA,0,NA,50227,0,NA,50093,NA,NA,NA,NA,32656,NA,NA,44152,407,2889,49698,48409,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
UCSC,13206,0,2444,NA,12204,13206,NA,0,NA,13047,0,NA,13187,NA,NA,NA,NA,8218,NA,NA,2610,480,597,13174,12786,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
UD,64,64,64,NA,63,64,NA,0,NA,32,0,NA,64,NA,NA,NA,NA,64,NA,NA,0,63,64,57,64,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
UF,31080,31080,31077,NA,7540,31080,NA,0,NA,31011,31062,NA,31042,NA,NA,NA,NA,27976,NA,NA,1,0,0,28689,240,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
UHIM,43,43,43,NA,10,43,NA,0,NA,22,0,NA,40,NA,NA,NA,NA,0,NA,NA,43,0,0,39,40,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
UHM,2252,2252,2252,NA,1429,2252,NA,0,NA,0,0,NA,2151,NA,NA,NA,NA,2151,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
UMD,49190,49190,49190,NA,48370,49190,NA,0,NA,19737,0,NA,49170,NA,NA,NA,NA,2720,NA,NA,0,23238,43334,49189,49056,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
UMMZ,16,16,16,NA,15,16,NA,0,NA,15,0,NA,15,NA,NA,NA,NA,3,NA,NA,0,0,0,14,1,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
UMNH,2,2,2,NA,1,2,NA,0,NA,2,0,NA,2,NA,NA,NA,NA,2,NA,NA,0,0,0,2,2,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
UNM,128415,128415,121532,NA,125565,128415,NA,0,NA,124472,2,NA,128303,NA,NA,NA,NA,73186,NA,NA,117067,32040,45410,128239,123966,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
UOBS,909,909,909,NA,906,909,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
UOMNH,18572,18572,18570,NA,6130,18572,NA,0,NA,8321,9739,NA,17570,NA,NA,NA,NA,1009,NA,NA,969,0,10482,15862,382,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
US,3220812,3220812,2939880,NA,2998537,3220812,NA,0,NA,2968505,3215942,NA,3211502,NA,NA,NA,NA,547352,NA,NA,2393111,0,441396,3208588,2930859,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA003,10397,10397,10397,NA,10104,10397,NA,0,NA,2350,0,NA,8564,NA,NA,NA,NA,958,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA004,5823,5823,5823,NA,5709,5823,NA,0,NA,3095,0,NA,5552,NA,NA,NA,NA,2897,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA005,14674,14674,14674,NA,14311,14674,NA,0,NA,241,0,NA,9499,NA,NA,NA,NA,48,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA007,41,41,41,NA,37,41,NA,0,NA,41,0,NA,41,NA,NA,NA,NA,41,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA016,49784,49784,49784,NA,48703,49784,NA,0,NA,21452,0,NA,46101,NA,NA,NA,NA,7250,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA020,35876,35876,35876,NA,34972,35876,NA,0,NA,16581,0,NA,33574,NA,NA,NA,NA,8768,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA022,66656,66656,66656,NA,63059,66656,NA,0,NA,35553,0,NA,60345,NA,NA,NA,NA,16865,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA026,14341,14341,14341,NA,12739,14341,NA,0,NA,4727,0,NA,12749,NA,NA,NA,NA,4457,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA029,42197,42197,42197,NA,38983,42197,NA,0,NA,17520,0,NA,35732,NA,NA,NA,NA,18306,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA033,8361,8361,8361,NA,8360,8361,NA,0,NA,2367,0,NA,7472,NA,NA,NA,NA,927,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA042,881,881,881,NA,830,881,NA,0,NA,292,0,NA,844,NA,NA,NA,NA,115,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA047,4850,4850,4850,NA,3838,4850,NA,0,NA,465,0,NA,3813,NA,NA,NA,NA,37,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA049,7447,7447,7447,NA,7420,7447,NA,0,NA,1205,0,NA,5718,NA,NA,NA,NA,282,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA074,1909,1909,1909,NA,1862,1909,NA,0,NA,58,0,NA,1596,NA,NA,NA,NA,31,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA108,1009,1009,1009,NA,881,1009,NA,0,NA,31,0,NA,609,NA,NA,NA,NA,2,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA133,3606,3606,3606,NA,3574,3606,NA,0,NA,122,0,NA,259,NA,NA,NA,NA,119,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA134,241,241,241,NA,241,241,NA,0,NA,98,0,NA,224,NA,NA,NA,NA,27,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA148,2923,2923,2923,NA,2266,2923,NA,0,NA,20,0,NA,1541,NA,NA,NA,NA,6,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA151,3535,3535,3535,NA,3279,3535,NA,0,NA,1241,0,NA,1813,NA,NA,NA,NA,796,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA167,8193,8193,8193,NA,7010,8193,NA,0,NA,4563,0,NA,7131,NA,NA,NA,NA,3847,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA174,3760,3760,3760,NA,3760,3760,NA,0,NA,0,0,NA,677,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA176,2106,2106,2106,NA,2100,2106,NA,0,NA,830,0,NA,1996,NA,NA,NA,NA,43,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA200,1484,1484,1484,NA,1046,1484,NA,0,NA,19,0,NA,1210,NA,NA,NA,NA,2,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA390,6215,6215,6215,NA,4816,6215,NA,0,NA,899,0,NA,5309,NA,NA,NA,NA,485,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA476,39,39,39,NA,39,39,NA,0,NA,39,0,NA,39,NA,NA,NA,NA,39,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA559,420,420,420,NA,387,420,NA,0,NA,142,0,NA,369,NA,NA,NA,NA,161,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA937,2542,2542,2542,NA,2542,2542,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA955,1683,1683,1683,NA,1604,1683,NA,0,NA,1181,0,NA,1634,NA,NA,NA,NA,355,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA956,3981,3981,3981,NA,2892,3981,NA,0,NA,1407,0,NA,3116,NA,NA,NA,NA,730,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA962,510,510,510,NA,510,510,NA,0,NA,0,0,NA,65,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA970,4621,4621,4621,NA,4618,4621,NA,0,NA,14,0,NA,3819,NA,NA,NA,NA,106,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USA971,2577,2577,2577,NA,2350,2577,NA,0,NA,1654,0,NA,2363,NA,NA,NA,NA,23,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USCH,106036,106036,60992,NA,102921,106036,NA,0,NA,100114,0,NA,104505,NA,NA,NA,NA,21363,NA,NA,56866,0,104047,104774,98271,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USF,227073,227073,227073,NA,222396,227073,NA,0,NA,215982,226860,NA,226828,NA,NA,NA,NA,36861,NA,NA,227073,64339,108678,226984,225345,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USNM,36063,36063,36062,NA,17963,36063,NA,0,NA,4,11591,NA,11572,NA,NA,NA,NA,0,NA,NA,126,0,9856,5043,3940,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
USU,162323,162323,162132,NA,158668,162323,NA,0,NA,149734,0,NA,161795,NA,NA,NA,NA,71852,NA,NA,82628,24300,59478,157772,148100,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
UTAH,1,1,1,NA,0,1,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
UTC,2959,2959,2959,NA,2021,2959,NA,0,NA,2900,0,NA,2959,NA,NA,NA,NA,1604,NA,NA,27,133,279,2957,2464,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
UTEP,83896,83896,83896,NA,81098,83896,NA,0,NA,83896,83896,NA,83880,NA,NA,NA,NA,33833,NA,NA,290,68771,83896,83894,83896,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
UTEX,1916,0,1916,NA,968,1916,NA,0,NA,0,0,NA,1476,NA,NA,NA,NA,0,NA,NA,0,0,0,1564,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
UTKH,526,526,526,NA,483,526,NA,0,NA,525,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,523,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
UWBM,297865,297865,297865,NA,279344,297865,NA,0,NA,297760,15,NA,296979,NA,NA,NA,NA,145993,NA,NA,0,86218,162776,297824,294174,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
UWYMED,3,3,3,NA,0,3,NA,0,NA,3,0,NA,3,NA,NA,NA,NA,3,NA,NA,0,0,3,3,3,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
VMNH,4,4,4,NA,0,4,NA,0,NA,4,4,NA,4,NA,NA,NA,NA,0,NA,NA,4,0,4,4,4,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
VPI,1,1,1,NA,1,1,NA,0,NA,1,0,NA,1,NA,NA,NA,NA,1,NA,NA,0,0,0,1,1,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
VT,287545,0,287542,NA,120714,287545,NA,0,NA,41117,0,NA,280793,NA,NA,NA,NA,93109,NA,NA,280666,9378,20546,78659,84171,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
WCUH,28018,5769,28017,NA,27676,28018,NA,0,NA,6478,0,NA,27801,NA,NA,NA,NA,3179,NA,NA,20979,285,639,5362,6350,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
WOH,2,2,2,NA,2,2,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
WSCO,4165,0,4055,NA,4045,4165,NA,0,NA,4037,0,NA,4156,NA,NA,NA,NA,1216,NA,NA,0,591,3440,4145,4122,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
YPM,237570,237570,237570,NA,138069,237570,NA,0,NA,109192,169464,NA,169308,NA,NA,NA,NA,132971,NA,NA,147547,2803,7545,156197,122764,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
NA,111821,1673,111700,NA,110679,111821,NA,0,NA,110026,943,NA,111567,NA,NA,NA,NA,110565,NA,NA,0,5,26,2261,110081,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july
A,246559,246559,246559,215574,223580,246559,0,0,0,225347,208814,208814,236644,218536,136069,54204,54204,54204,18545,0,129841,29296,11152,245392,183022,152321,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
AMES,51327,51327,51327,51289,48056,51327,0,0,0,46948,50155,50155,48643,31513,9496,1172,1172,1172,13448,0,43752,13242,4172,49702,44236,38398,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
AMNH,84,77,84,2,41,84,0,0,0,70,0,0,78,73,71,4,4,4,0,0,1,53,54,74,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
ANSP,3,3,3,0,1,3,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
ASU,377252,258569,238209,0,351192,377252,0,0,0,365417,0,0,376307,371266,271423,316822,316822,316822,112523,3,136830,40156,214498,376667,366578,348492,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
BABY,11427,11427,11427,0,11375,11427,0,11382,0,11381,0,11425,11425,11424,2157,11368,11368,11368,10010,0,0,7003,11356,11427,11374,11426,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
BEREA,25984,0,25984,0,25926,25984,0,0,0,1983,0,0,25935,25901,25737,14,14,14,6,0,23452,4,53,2017,1993,1942,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
BHSC,20807,20807,20807,0,20789,20807,0,0,0,20708,0,0,20807,20807,20807,13286,13286,13286,13857,0,20628,887,4250,20807,20425,20707,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
